反馈日期,客户问题,问题描述,客户名称,所属功能,端口,问题类型,处理进度,反馈进度,测试处理状态,Bug状态,测试备注,备注,附件,周
2026/06/08,技术老师，这里有个问题，这个学生，我们都没有给他6.7日布置作业，他的账户里多了这些作业，还没有布置人的具体信息，这是啥情况,巩固训练疑问,楹冠国际,巩固训练,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,总览界面单词一次性展示的又窄又太少，需要不停翻来覆去的使用鼠标去学习+复习单词，之前旧的界面展示非常够用,反馈单词总览和测试界面显示的单词比原来少了，对学生来说不好用,英廷,基础训练-单词,学生,功能需求和优化（s）,pending,,,,,学生说的是对的，但是我感觉没必要改，可以具体评估下，或者看后续会不会有其他客户反馈,,2026W24
2026/06/08,一般都是用一张纸左边竖直盖住英文拼写，右边还可以上下滑动播放英式美式发音的小按钮,反馈单词总览界面现在不能只听音频然后自己默写单词了（这个场景是，原本这个界面单词都是显示在左边一列，所以学生可以自己遮挡住这部分，然后自己学习。但是现在改成上下显示了，所以一定会看到英文单词，就不能自己默记了）,英廷,基础训练-单词,学生,功能需求和优化（s）,,,,,,,image.png,2026W24
2026/06/08,之前不是说不赞成自定义添加生词嘛，但是我如果想添加这个生词，全是就是系统上面我题目中遇到的，就是在做题过程中遇到的，就是全部都可以添加，对吧？只是如果说我可能临时想起来，或者是老师课上讲的一个单词，我想记的话，不能我自己录入的记是吗？,能否支持自定义添加生词本（即学生能自己在生词本里录自己不会的单词）,领课教育,生词本,学生,功能需求和优化（s）,,,,,,,,2026W24
2026/06/08,老师，想问下通用验证码 学生收不到信息,通用验证码,深圳超学,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2026W24
2026/06/08,老师们，这个【已查阅】和【已完成】分别啥意思,作业状态疑问,维特利,作业管理页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,老师们，反馈一下，最近学生们背诵单词，较多人反馈 和答案汉字一模一样一字不差也会被判错，是有什么bug出现了吗,单词书的bug，这版本已经修复过了,硕果国际,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,我想增加老师，怎么加呀,如何添加班级老师,清流教育,班级设置,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,新反馈：词汇测试的时候，需要点一下到答题行，以前是自动的,单词作业设置倒计时后，学生要点一下才能作答,飞虎,基础训练-单词,学生,Bug（t）,已处理,已反馈,处理完成,优化,,,,2026W24
2026/06/08,你好  这份单词学生提交后直接吞没了部分中文意思，今早我们这边学生的单词作业很多份都有问题，辛苦检查一下系统哦,单词提交后数据不完整,杭州青澜,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,https://moguedu.xiaosaas.com/org/practice/practice.html?hwkid=11857269&stuid=213387&teacherid=213387&wrcd=1&xiaov=1779814459,更新后单词书批改逻辑还是原来的，没有按照老师填写的释义批改,上海蘑菇,基础训练-单词,学生,Bug（t）,,,待确认,P1,还未处理，技术反馈预计这周处理,,,2026W24
2026/06/08,李璐老师，我们系统上有一个 一个sheet的版本（不是很多的list的），麻烦能帮我们下载这个吗,单词书导出,飞虎,单词书,老师,题目需求（s）,,,,,,,,2026W24
2026/06/08,新生端口用的客户端，退出之后每次提交之后有需要重新登录，请问可以有一个完成的按键然后可以不用重新登录吗,反馈入学模测提交后需要重新登录系统,洒脱教育,登录,学生,Bug（t）,已处理,已反馈,处理完成,优化,（需要学生重新在登录页面下载客户端）技术反馈会进行优化，优化时间未确定,需要优化,,2026W24
2026/06/08,老师早[太阳]，有学生问框中的这个百分比代表的是什么意思呀？,开放题库中百分位显示不准确,新航道在线,题库,学生,Bug（t）,,,测试中,优化,,,,2026W24
2026/06/08,"老师我有一个sat入学测试 为什么做完系统里没有呀









",入学模考查询,新航道北京,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,老师想问一下，学生单词测试音频听出来的词和正确答案完全合不上，做出来错一大片，这个怎么修正一下呀？,音频错乱导致答错,新航道重庆,基础训练-单词,学生,Bug（t）,已处理,已反馈,处理完成,P1,闪卡练习后，作答音译中作业音频获取对应不上,不处理客户数据,,2026W24
2026/06/08,新关联到班级里的学生不能看到之前班级布置的作业了，请问这个功能可以改回去吗？,反馈后进班学生看不到之前布置的作业,新航道上海,学生作业页面,学生,使用问题（t）,客户未回复,客户未回复,待确认,,等回复,,,2026W24
2026/06/08,校校你好，学生的单词作业开了监管模式后答题界面是这样的，这个比例能调吗,单词作业显示不完整,曼哈顿国际,基础训练-单词,学生,使用问题（t）,已处理,已反馈,处理完成,P1,单词中文释义过长后，显示问题,,,2026W24
2026/06/08,这个任务，小程序可以完成吗,基础训练小程序,秒懂,小程序,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,老师好！这个学生今天的模考我们是按强监管模式的，但学生答题还是严重超时的，请问为什么会这样呢？,反馈答题时间不对,BESt学社,客户端,老师,使用问题（t）,,,技术-确认中,,,,,2026W24
2026/06/08,这两句的图片是反的诶,repeat题题目和图片是反的,Keystone,系统题目,老师,题目数据问题（t）,,,,,,,,2026W24
2026/06/08,Part 4 答案写不进去,无法填入英文单词,漫果,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,老师，我的学生在校校系统上听写，录屏学生中文和英文都写了，但是答题页面只有英文，没有中文。换了浏览器，发现还是不显示中文,单词提交后数据不完整,渊学通,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,老师 有个实用的感受 给您分享,结果页口语，学生语音和题目具体比较远，如果老师要切换题目听录音，要反复上下滑动很多次,新航道西安,结果页,老师,功能需求和优化（s）,,,,,,,,2026W24
2026/06/08,老师，现在口语和写作不用校币直接出分了吗,AI批改疑问,亨瑞留学,AI批改,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,早上好各位老师，我想问问学生端怎么才能看到我发送的评语呢[疑问],学生端如何查看结果页评语,东西方,结果页,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,你好，这种多次每日打卡的单词布置，布置完之后要去哪里可以看到他的完成情况，作业界面不显示这个任务,多次单词作业,朗思教育,基础训练-单词,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,辛苦看一下什么原因,反馈小程序单词发音慢,秒懂,小程序,学生,Bug（t）,,,待处理,优化,会加个加载中的图标，在这次单词版本中优化,需求小程序增加音频加载条解决该问题,,2026W24
2026/06/08,这个学生默写结束不知道为什么中文大半都没有了？,单词作业显示不完整,南京学了么,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,这个听抽 我设置的音译中 但是这个上面又说写英文单词,布置的单词测试形式和实际显示出来的不一样,Keystone,基础训练-单词,学生,Bug（t）,,,待处理,优化,预计今天处理,,,2026W24
2026/06/08,就是这个系统，做单词拼写，嗯，就都没有了呀。就没有显示学生是确定他写了。,单词提交后数据不完整,北京蘑菇,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,您们这边可以帮忙录一下单词书吗？,单词书录入,肆墨教育,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,今天好像出现，单词一提交后，所有中文被清空的情况，能不能检查一下,单词提交后数据不完整,英廷,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,https://learninghub.xhd.cn/org/practice/practice.html?hwkid=11993034&stuid=258928&teacherid=&wrcd=1&xiaov=1779814459,单词提交后数据不完整,新航道杭州,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,老师们，听力老师反馈雅思听力的的间隔留白时间跟真题不一致(咱们系统上的空白时间是不足的)，技术老师看看?,雅思音频问题,维特利,系统题目,老师,题目数据问题（t）,,,,,,,,2026W24
2026/06/08,另外，学生们也反馈新东方的听力在做的过程中是可以按暂停的，我们是不是也可以参照实施,通过开放题库组卷解决,维特利,开放题库,老师,功能需求和优化（s）,,,,,,,,2026W24
2026/06/08,系统可以灵活设置任务完成截止的提示时间吗，学生有焦虑感，或者直接取消掉呢，之前也有学生老提到这个任务提交截止时间的问题,如何修改作业时间,秒懂,班级概览界面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,老师 有学生反馈到她单词作答过，但是最后结果页没有显示，我这边最后显示的也是未作答,单词提交后数据不完整,谨福教育,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,你好，最近有学生在写单词的时候单词会消失，而且未提交时更改了答案，最后提交的时候还是原本写的词汇，是什么问题呀？学生是用浏览器打开的。,单词提交后数据不完整,赢科国际,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,老师今天的作业 我刚刚写了提交，然后中文释义显示我没写,单词提交后数据不完整,维特利,基础训练-单词,学生,Bug（t）,,,待处理,P1,音译英中，两个空，答错一空提交了答案，导致另一个空没有提交上,,,2026W24
2026/06/08,老师我想问学生这个录屏的意思是多次切屏吗？,客户端相关疑问,大兵国际,客户端,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W24
2026/06/08,"老师, 你可以帮忙在入学测试的端口, 布置一套题嘛？
2024-June-Set1-English-Module1 ",入学模考配置,PDA,入学模考,老师,入学模考配置（t）,,,,,,,,2026W24
2026/06/08,这个同学也出现了同样的情况，85分对应4分，系统自动换算4.5,反馈新托福分数计算错误,洒脱教育,系统题目,老师,Bug（t）,,,测试中,优化,（老师修改了分数）新托福总分如果不在cerf内，就需要根据总分换算cerf分数,,,2026W24
2026/06/08,最近系统样一直判错,单词书判断逻辑问题,一星国际,单词书,老师,Bug（t）,,,,,,,,2026W24
2026/06/08,咱们题库SAT亚太和北美6月份题库啥时更新呀,SAT更新,英廷,系统题库,老师,题目需求（s）,,,,,,,,2026W24
2026/06/08,老师好，现在强监督模式下还是可以用欧路屏幕取词,欧陆词典OCR取词问题,北京睿途,客户端,学生,使用问题（t）,不处理,已反馈,不处理,,要确认下会不会触发切屏次数,,,2026W24
